SEQENCE ID                     TM SP PREDICTION
Q9KPM8                          9  0 o6-26i74-96o108-128i140-167o187-205i212-234o278-300i312-334o346-376i
Q9KPM9                          0  0 o
Q9KPN0                          0  0 o
Q9KPN1                          0  0 o
Q9KPN3                          0  0 o
Q9KPN4                          0  0 o
Q9KPN5                          1  0 i7-33o
Q9KPN6                         12  0 i44-63o83-100i112-128o134-153i165-185o200-220i232-253o259-276i288-305o317-335i355-374o380-398i
Q9KPN8                          0  0 o
Q9KPN9                          0  0 i
Q9KPP0                          0  0 o
Q9KPP1                          0  0 i
Q9KPP2                          0  0 o
Q9KPP3                         10  0 i12-30o42-61i73-97o103-121i133-153o159-183i195-214o220-240i252-273o285-306i
Q9KPP5                          0  0 o
Q9KPP8                          0  0 o
Q9KPP9                          0  0 i
Q9KPQ1                          0  0 i
Q9KPQ2                          1  0 i16-36o
Q9KPQ3                          0  0 o
Q9KPQ6                          0  0 o
Q9KPQ8                          0  0 i
Q9KPR0                          0  0 i
Q9KPR1                          0  Y n34-45c50/51o
Q9KPR2                          0  0 i
Q9KPR3                          0  0 o
Q9KPR4                          0  0 o
Q9KPR5                          0  0 o
Q9KPR6                         12  0 i21-39o51-74i95-113o119-140i161-179o191-209i229-247o253-275i295-315o321-343i350-374o415-436i
Q9KPR8                          0  Y n19-30c48/49o
Q9KPS4                          0  Y n4-15c19/20o
Q9KPS6                          0  Y n13-20c27/28o
Q9KPS8                          0  0 o
Q9KPS9                         13  0 i12-32o44-70i91-109o115-138i147-165o177-197i217-240o252-278i290-307o313-337i357-382o388-405i432-450o
Q9KPT0                          0  0 o
Q9KPT2                          0  0 i
Q9KPT4                         11  0 o20-39i51-74o94-117i129-148o160-187i194-214o234-253i318-337o343-363i375-401o413-429i
Q9KPU8                          0  0 o
Q9KPU9                          1  0 o12-29i
Q9KPW9                          0  0 o
Q9KPX1                          0  Y n9-17c25/26o
Q9KPX3                          0  0 i
Q9KPX4                          0  Y n10-20c25/26o
Q9KPX7                          2  0 i121-142o162-179i
Q9KPY0                          1  Y n4-15c19/20o375-396i
Q9KPY3                          0  0 o
Q9KPY4                          0  0 o
Q9KPZ0                          0  0 o
Q9KPZ1                          1  0 o12-37i
Q9KPZ2                          0  Y n15-24c29/30o
Q9KPZ3                          0  0 o
Q9KPZ4                          0  0 o
Q9KPZ6                          0  Y n11-19c24/25o
Q9KPZ9                          0  Y n5-16c23/24o
Q9KQ00                          0  Y n16-24c28/29o
Q9KQ01                          0  Y n4-14c18/19o
Q9KQ02                          0  0 o
Q9KQ05                          0  0 o
Q9KQ08                          0  Y n3-10c15/16o
Q9KQ09                          0  0 o
Q9KQ11                          0  0 o
Q9KQ16                          0  0 o
Q9KQ17                          0  0 o
Q9KQ18                          0  0 i
Q9KQ19                          0  Y n6-16c21/22o
Q9KQ27                          4  0 o6-26i47-66o72-91i103-126o
Q9KQ28                          0  0 o
Q9KQ31                          0  0 i
Q9KQ32                          0  0 o
Q9KQ33                         12  0 i7-24o30-46i53-72o78-95i107-127o147-165i172-197o217-239i295-317o323-344i356-373o379-396i
Q9KQ34                          0  0 i
Q9KQ35                          0  0 i
Q9KQ36                          0  Y n4-14c18/19o
Q9KQ37                          4  0 i14-35o47-64i71-91o97-117i
Q9KQ39                          0  0 o
Q9KQ41                          0  0 o
Q9KQ42                          7  0 o20-52i64-89o153-177i217-234o240-270i282-301o307-332i
Q9KQ45                          0  0 o
Q9KQ46                          0  0 o
Q9KQ49                          1  0 o6-27i
Q9KQ50                          1  0 o12-33i
Q9KQ51                          0  0 o
Q9KQ53                          0  0 o
Q9KQ54                          0  0 o
Q9KQ55                          0  0 o
Q9KQ56                          0  Y n4-15c20/21o
Q9KQ57                          1  0 i97-115o
Q9KQ58                          4  0 i12-37o57-75i95-113o119-137i
Q9KQ59                          0  0 o
Q9KQ64                          0  0 o
Q9KQ66                          0  0 o
Q9KQ72                          0  0 o
Q9KQ73                          0  0 o
Q9KQ84                          0  Y n10-17c22/23o
Q9KQ86                          5  Y n2-13c21/22o64-82i89-107o113-136i148-166o172-191i
Q9KQ87                          1  0 o12-31i
Q9KQ88                          0  0 o
Q9KQ89                          0  0 o
Q9KQ90                          0  Y n4-15c20/21o
Q9KQ95                          0  0 o
Q9KQ96                          0  0 o
Q9KQ97                          0  0 o
Q9KQ98                          0  0 i
Q9KQ99                          4  0 i12-29o41-60i72-89o101-120i
Q9KQA0                          6  0 o6-25i32-51o63-80i92-115o150-173i204-224o
Q9KQA2                          2  0 o12-33i45-67o
Q9KQA3                          0  0 o
Q9KQA6                          0  0 o
Q9KQC0                          2  0 i12-29o734-758i
Q9KQC1                          0  0 o
Q9KQC2                          0  0 o
Q9KQC4                          0  0 o
Q9KQC5                          0  0 o
Q9KQC7                          0  0 o
Q9KQC9                          0  0 o
Q9KQD0                          0  0 i
Q9KQD3                          0  0 o
Q9KQD9                          0  0 o
Q9KQE0                          0  0 o
Q9KQE1                          0  0 o
Q9KQE2                          1  0 o12-36i
Q9KQF0                          0  Y n11-22c26/27o
Q9KQF1                          0  Y n9-20c25/26o
Q9KQF2                          0  0 o
Q9KQF6                          0  0 o
Q9KQF7                          5  0 i21-39o51-73i85-103o138-157i169-189o
Q9KQF8                          0  0 o
Q9KQF9                          0  0 o
Q9KQG0                          2  0 i14-33o233-254i
Q9KQG1                         10  0 i12-30o36-55i76-103o109-133i196-215o235-252i259-276o310-330i351-377o434-455i
Q9KQG3                          6  0 o6-32i44-65o77-95i116-139o145-166i187-208o
Q9KQG4                          0  0 i
Q9KQG6                          8  Y n4-12c19/20o35-55i67-86o106-139i151-169o184-205i220-238o250-267i274-290o
Q9KQG7                         12  Y n18-29c34/35o44-61i66-83o89-107i119-137o157-174i181-198o218-236i243-263o283-301i313-332o338-359i371-403o
Q9KQG9                          0  0 o
Q9KQH2                          0  0 o
Q9KQI4                          0  0 o
Q9KQI6                         12  0 i51-70o82-104i125-149o186-207i219-242o262-286i298-323o354-375i396-420o426-447i459-483o503-521i
Q9KQI7                          0  Y n6-16c21/22o
Q9KQI8                          1  0 o19-39i
Q9KQI9                          0  0 o
Q9KQJ1                          0  0 o
Q9KQJ2                          0  0 o
Q9KQJ3                          0  0 o
Q9KQJ4                          0  Y n22-33c37/38o
Q9KQJ5                          0  0 o
Q9KQJ6                          0  Y n3-14c22/23o
Q9KQJ9                          0  0 o
Q9KQK1                          0  Y n7-15c19/20o
Q9KQK2                          0  0 o
Q9KQK4                          1  0 i21-42o
Q9KQK5                          0  0 o
Q9KQK7                          0  0 o
Q9KQK9                          0  0 o
Q9KQL0                          0  0 o
Q9KQL1                          0  Y n25-34c38/39o
Q9KQL2                          0  0 o
Q9KQL5                          0  0 o
Q9KQL6                          0  0 o
Q9KQL7                          6  0 i40-58o90-107i114-131o137-153i165-186o198-216i
Q9KQL8                          0  0 o
Q9KQL9                          0  0 o
Q9KQM8                         11  0 o12-34i46-65o85-104i116-134o140-161i168-188o208-225i246-270o290-313i320-340o352-379i
Q9KQM9                          0  0 i
Q9KQN0                          0  0 o
Q9KQN1                          2  0 o20-39i333-352o
Q9KQN2                         12  0 i21-44o56-79i91-108o114-137i149-171o177-194i231-251o266-286i298-319o339-361i373-399o405-437i
Q9KQN3                          0  0 o
Q9KQN4                          2  Y n4-15c23/24o68-86i98-116o
Q9KQN5                          0  0 o
Q9KQN6                          0  Y n6-17c21/22o
Q9KQP0                          0  0 i
Q9KQP1                          0  0 o
Q9KQP2                          0  Y n4-14c19/20o
Q9KQP3                          0  Y n10-17c25/26o
Q9KQP4                          0  0 i
Q9KQP9                          0  0 o
Q9KQQ0                          0  0 o
Q9KQQ1                          0  0 o
Q9KQQ2                          0  0 i
Q9KQQ3                          0  0 o
Q9KQQ4                          0  0 o
Q9KQQ5                          0  0 o
Q9KQQ7                         11  0 i12-36o42-62i83-100o138-160i167-188o208-224i236-255o275-301i313-331o337-356i365-385o
Q9KQQ9                          6  0 o6-28i40-65o71-91i112-140o146-167i187-205o
Q9KQR0                          0  0 o
Q9KQR1                          3  0 i7-26o46-62i74-93o
Q9KQR3                          4  0 i61-82o133-166i187-203o209-230i
Q9KQR4                          2  0 o20-38i183-202o
Q9KQR5                          0  Y n8-16c21/22o
Q9KQR6                          1  Y n2-12c16/17o32-55i
Q9KQR8                          0  0 o
Q9KQS4                          0  0 o
Q9KQT1                          0  Y n8-19c25/26o
Q9KQT8                          0  0 o
Q9KQT9                          1  0 o12-32i
Q9KQU0                          0  0 o
Q9KQU1                          0  0 o
Q9KQU2                          0  0 o
Q9KQU4                          0  0 o
Q9KQU9                          0  0 o
Q9KQV0                          2  0 o18-37i323-342o
Q9KQV1                          0  0 o
Q9KQV2                          0  Y n18-29c34/35o
Q9KQV3                          0  Y n4-15c19/20o
Q9KQV4                          0  Y n4-15c20/21o
Q9KQV5                          0  0 o
Q9KQV6                          0  0 o
Q9KQV7                          0  0 o
Q9KQV8                          0  0 o
Q9KQV9                          0  0 o
Q9KQW0                          0  Y n7-18c26/27o
Q9KQW1                          0  Y n16-26c30/31o
Q9KQW3                          0  0 o
Q9KQW4                          5  0 o29-52i274-296o316-341i348-366o372-392i
Q9KQW5                          4  0 i22-48o271-295i318-343o377-397i
Q9KQW6                          0  0 o
Q9KQW7                          4  0 i41-57o63-85i92-112o132-151i
Q9KQW8                         11  0 i12-28o34-49i56-73o234-255i267-288o294-314i321-349o369-393i400-427o447-469i476-497o
Q9KQX1                          0  0 o
Q9KQX3                          0  0 o
Q9KQX4                          0  0 o
Q9KQX6                          0  0 o
Q9KQX7                          5  Y n6-17c21/22o37-54i66-86o106-126i133-155o175-200i
Q9KQY0                          0  Y n20-27c32/33o
Q9KQY2                         11  0 o66-87i108-128o148-172i184-203o223-241i248-269o302-320i385-404o410-431i443-467o487-507i
Q9KQY3                          0  0 o
Q9KQY4                          0  Y n7-18c23/24o
Q9KQY5                          5  0 o29-53i74-92o126-145i190-209o229-251i
Q9KQY8                          1  Y n10-28c35/36o355-377i
Q9KQY9                          0  0 o
Q9KQZ0                          0  0 o
Q9KQZ1                          7  0 i12-35o47-68i80-97o103-121i150-173o193-223i235-253o
Q9KQZ3                          0  Y n28-38c43/44o
Q9KQZ4                          0  Y n6-16c21/22o
Q9KQZ5                          0  0 o
